property,url,status,title
border-top-color,https://www.w3.org/TR/2017/CR-css-backgrounds-3-20171017/#propdef-border-top-color,CR,CSS Backgrounds and Borders Module Level 3
border-top-left-radius,https://drafts.csswg.org/css-backgrounds/#propdef-border-top-left-radius,ED,CSS Backgrounds and Borders Module Level 3
border-top-left-radius,https://www.w3.org/TR/2017/CR-css-backgrounds-3-20171017/#propdef-border-top-left-radius,CR,CSS Backgrounds and Borders Module Level 3
border-top-right-radius,https://drafts.csswg.org/css-backgrounds/#propdef-border-top-right-radius,ED,CSS Backgrounds and Borders Module Level 3
border-top-right-radius,https://www.w3.org/TR/2017/CR-css-backgrounds-3-20171017/#propdef-border-top-right-radius,CR,CSS Backgrounds and Borders Module Level 3
border-top-style,http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-border-top-style,REC,CSS 2.1
border-top-style,https://drafts.csswg.org/css-backgrounds/#propdef-border-top-style,ED,CSS Backgrounds and Borders Module Level 3
border-top-style,https://www.w3.org/TR/2017/CR-css-backgrounds-3-20171017/#propdef-border-top-style,CR,CSS Backgrounds and Borders Module Level 3
border-top-width,http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-border-top-width,REC,CSS 2.1
border-top-width,https://drafts.csswg.org/css-backgrounds/#propdef-border-top-width,ED,CSS Backgrounds and Borders Module Level 3
border-top-width,https://www.w3.org/TR/2017/CR-css-backgrounds-3-20171017/#propdef-border-top-width,CR,CSS Backgrounds and Borders Module Level 3
border-width,http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-border-width,REC,CSS 2.1
border-width,https://drafts.csswg.org/css-backgrounds/#propdef-border-width,ED,CSS Backgrounds and Borders Module Level 3
border-width,https://www.w3.org/TR/2017/CR-css-backgrounds-3-20171017/#propdef-border-width,CR,CSS Backgrounds and Borders Module Level 3
bottom,http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-bottom,REC,CSS 2.1
bottom,http://www.w3.org/TR/2016/WD-css-position-3-20160517/#propdef-bottom,WD,CSS Positioned Layout Module Level 3
bottom,https://drafts.csswg.org/css-position/#propdef-bottom,ED,CSS Positioned Layout Module Level 3
box-decoration-break,https://drafts.csswg.org/css-break-4/#propdef-box-decoration-break,ED,CSS Fragmentation Module Level 4
box-decoration-break,https://drafts.csswg.org/css-break/#propdef-box-decoration-break,ED,CSS Fragmentation Module Level 3
box-decoration-break,https://www.w3.org/TR/2018/CR-css-break-3-20181204/#propdef-box-decoration-break,CR,CSS Fragmentation Module Level 3
box-decoration-break,https://www.w3.org/TR/2018/WD-css-break-4-20181218/#propdef-box-decoration-break,FPWD,CSS Fragmentation Module Level 4
box-shadow,https://drafts.csswg.org/css-backgrounds/#propdef-box-shadow,ED,CSS Backgrounds and Borders Module Level 3
box-shadow,https://www.w3.org/TR/2017/CR-css-backgrounds-3-20171017/#propdef-box-shadow,CR,CSS Backgrounds and Borders Module Level 3
box-sizing,https://drafts.csswg.org/css-sizing-3/#propdef-box-sizing,ED,CSS Intrinsic & Extrinsic Sizing Module Level 3
box-sizing,https://www.w3.org/TR/2017/WD-css-ui-4-20171222/#propdef-box-sizing,WD,CSS Basic User Interface Module Level 4
box-sizing,https://www.w3.org/TR/2018/REC-css-ui-3-20180621/#propdef-box-sizing,REC,CSS Basic User Interface Module Level 3 (CSS3 UI)
box-sizing,https://www.w3.org/TR/2019/WD-css-sizing-3-20190522/#propdef-box-sizing,WD,CSS Intrinsic & Extrinsic Sizing Module Level 3
box-snap,http://www.w3.org/TR/2014/WD-css-line-grid-1-20140916/#propdef-box-snap,WD,CSS Line Grid Module Level 1
box-snap,https://drafts.csswg.org/css-line-grid/#propdef-box-snap,ED,CSS Line Grid Module Level 1
break-after,http://www.w3.org/TR/2014/WD-css-regions-1-20141009/#propdef-break-after,WD,CSS Regions Module Level 1
break-after,https://drafts.csswg.org/css-break-4/#propdef-break-after,ED,CSS Fragmentation Module Level 4
break-after,https://drafts.csswg.org/css-break/#propdef-break-after,ED,CSS Fragmentation Module Level 3
break-after,https://www.w3.org/TR/2018/CR-css-break-3-20181204/#propdef-break-after,CR,CSS Fragmentation Module Level 3
break-after,https://www.w3.org/TR/2018/WD-css-break-4-20181218/#propdef-break-after,FPWD,CSS Fragmentation Module Level 4
break-before,http://www.w3.org/TR/2014/WD-css-regions-1-20141009/#propdef-break-before,WD,CSS Regions Module Level 1
break-before,https://drafts.csswg.org/css-break-4/#propdef-break-before,ED,CSS Fragmentation Module Level 4
break-before,https://drafts.csswg.org/css-break/#propdef-break-before,ED,CSS Fragmentation Module Level 3
break-before,https://www.w3.org/TR/2018/CR-css-break-3-20181204/#propdef-break-before,CR,CSS Fragmentation Module Level 3
break-before,https://www.w3.org/TR/2018/WD-css-break-4-20181218/#propdef-break-before,FPWD,CSS Fragmentation Module Level 4
break-inside,http://www.w3.org/TR/2014/WD-css-regions-1-20141009/#propdef-break-inside,WD,CSS Regions Module Level 1
break-inside,https://drafts.csswg.org/css-break-4/#propdef-break-inside,ED,CSS Fragmentation Module Level 4
break-inside,https://drafts.csswg.org/css-break/#propdef-break-inside,ED,CSS Fragmentation Module Level 3
break-inside,https://www.w3.org/TR/2018/CR-css-break-3-20181204/#propdef-break-inside,CR,CSS Fragmentation Module Level 3
break-inside,https://www.w3.org/TR/2018/WD-css-break-4-20181218/#propdef-break-inside,FPWD,CSS Fragmentation Module Level 4
caption-side,http://www.w3.org/TR/2011/REC-CSS2-20110607/tables.html#propdef-caption-side,REC,CSS 2.1
caption-side,https://drafts.csswg.org/css-tables-3/#propdef-caption-side,ED,CSS Table Module Level 3
caption-side,https://www.w3.org/TR/2019/WD-css-tables-3-20190727/#propdef-caption-side,WD,CSS Table Module Level 3
caret,https://drafts.csswg.org/css-ui-4/#propdef-caret,ED,CSS Basic User Interface Module Level 4
caret,https://drafts.csswg.org/css-ui/#propdef-caret,ED,CSS Basic User Interface Module Level 3 (CSS3 UI)
caret,https://www.w3.org/TR/2017/WD-css-ui-4-20171222/#propdef-caret,WD,CSS Basic User Interface Module Level 4
caret-color,https://drafts.csswg.org/css-ui-4/#propdef-caret-color,ED,CSS Basic User Interface Module Level 4
caret-color,https://drafts.csswg.org/css-ui/#propdef-caret-color,ED,CSS Basic User Interface Module Level 3 (CSS3 UI)
caret-color,https://www.w3.org/TR/2017/WD-css-ui-4-20171222/#propdef-caret-color,WD,CSS Basic User Interface Module Level 4
caret-color,https://www.w3.org/TR/2018/REC-css-ui-3-20180621/#propdef-caret-color,REC,CSS Basic User Interface Module Level 3 (CSS3 UI)
caret-shape,https://drafts.csswg.org/css-ui-4/#propdef-caret-shape,ED,CSS Basic User Interface Module Level 4
caret-shape,https://drafts.csswg.org/css-ui/#propdef-caret-shape,ED,CSS Basic User Interface Module Level 3 (CSS3 UI)
caret-shape,https://www.w3.org/TR/2017/WD-css-ui-4-20171222/#propdef-caret-shape,WD,CSS Basic User Interface Module Level 4
chains,http://www.w3.org/TR/2015/NOTE-css-template-3-20150326/#chains0,NOTE,CSS Template Layout Module
chains,https://drafts.csswg.org/css-template/#chains0,ED,CSS Template Layout Module
clear,http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-clear,REC,CSS 2.1
clear,http://www.w3.org/TR/2015/WD-css-page-floats-3-20150915/#propdef-clear,FPWD,CSS Page Floats
clear,https://drafts.csswg.org/css-page-floats/#propdef-clear,ED,CSS Page Floats
clip,http://www.w3.org/TR/2011/REC-CSS2-20110607/visufx.html#propdef-clip,REC,CSS 2.1
clip,http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-clip,CR,CSS Masking Module Level 1
clip,https://drafts.fxtf.org/css-masking-1/#propdef-clip,ED,CSS Masking Module Level 1
clip-path,http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-clip-path,CR,CSS Masking Module Level 1
clip-path,https://drafts.fxtf.org/css-masking-1/#propdef-clip-path,ED,CSS Masking Module Level 1
clip-rule,http://www.w3.org/TR/2014/CR-css-masking-1-20140826/#propdef-clip-rule,CR,CSS Masking Module Level 1
clip-rule,https://drafts.fxtf.org/css-masking-1/#propdef-clip-rule,ED,CSS Masking Module Level 1
color,http://www.w3.org/TR/2011/REC-CSS2-20110607/colors.html#propdef-color,REC,CSS 2.1
color,https://drafts.csswg.org/css-color-3/#color0,ED,CSS Color Module Level 3
color,https://drafts.csswg.org/css-color/#propdef-color,ED,CSS Color Module Level 4
color,https://www.w3.org/TR/2018/REC-css-color-3-20180619/#color0,REC,CSS Color Module Level 3
color,https://www.w3.org/TR/2019/WD-css-color-4-20191105/#propdef-color,WD,CSS Color Module Level 4
color-adjust,https://drafts.csswg.org/css-color-adjust-1/#propdef-color-adjust,ED,CSS Color Adjustment Module Level 1
color-adjust,https://www.w3.org/TR/2019/WD-css-color-adjust-1-20190523/#propdef-color-adjust,WD,CSS Color Adjustment Module Level 1
color-interpolation-filters,https://drafts.fxtf.org/filter-effects-1/#propdef-color-interpolation-filters,ED,Filter Effects Module Level 1
color-interpolation-filters,https://www.w3.org/TR/2018/WD-filter-effects-1-20181218/#propdef-color-interpolation-filters,WD,Filter Effects Module Level 1
color-scheme,https://drafts.csswg.org/css-color-adjust-1/#propdef-color-scheme,ED,CSS Color Adjustment Module Level 1
color-scheme,https://www.w3.org/TR/2019/WD-css-color-adjust-1-20190523/#propdef-color-scheme,WD,CSS Color Adjustment Module Level 1
column-count,https://drafts.csswg.org/css-multicol/#propdef-column-count,ED,CSS Multi-column Layout Module Level 1
column-count,https://www.w3.org/TR/2019/WD-css-multicol-1-20191015/#propdef-column-count,WD,CSS Multi-column Layout Module Level 1
column-fill,https://drafts.csswg.org/css-multicol/#propdef-column-fill,ED,CSS Multi-column Layout Module Level 1
column-fill,https://www.w3.org/TR/2019/WD-css-multicol-1-20191015/#propdef-column-fill,WD,CSS Multi-column Layout Module Level 1
column-gap,https://drafts.csswg.org/css-align/#propdef-column-gap,ED,CSS Box Alignment Module Level 3
column-gap,https://www.w3.org/TR/2018/WD-css-align-3-20181206/#propdef-column-gap,WD,CSS Box Alignment Module Level 3
column-rule,https://drafts.csswg.org/css-multicol/#propdef-column-rule,ED,CSS Multi-column Layout Module Level 1
column-rule,https://www.w3.org/TR/2019/WD-css-multicol-1-20191015/#propdef-column-rule,WD,CSS Multi-column Layout Module Level 1
column-rule-color,https://drafts.csswg.org/css-multicol/#propdef-column-rule-color,ED,CSS Multi-column Layout Module Level 1
column-rule-color,https://www.w3.org/TR/2019/WD-css-multicol-1-20191015/#propdef-column-rule-color,WD,CSS Multi-column Layout Module Level 1
column-rule-style,https://drafts.csswg.org/css-multicol/#propdef-column-rule-style,ED,CSS Multi-column Layout Module Level 1
column-rule-style,https://www.w3.org/TR/2019/WD-css-multicol-1-20191015/#propdef-column-rule-style,WD,CSS Multi-column Layout Module Level 1
column-rule-width,https://drafts.csswg.org/css-multicol/#propdef-column-rule-width,ED,CSS Multi-column Layout Module Level 1
column-rule-width,https://www.w3.org/TR/2019/WD-css-multicol-1-20191015/#propdef-column-rule-width,WD,CSS Multi-column Layout Module Level 1
column-span,https://drafts.csswg.org/css-multicol/#propdef-column-span,ED,CSS Multi-column Layout Module Level 1
column-span,https://www.w3.org/TR/2019/WD-css-multicol-1-20191015/#propdef-column-span,WD,CSS Multi-column Layout Module Level 1
column-width,https://drafts.csswg.org/css-multicol/#propdef-column-width,ED,CSS Multi-column Layout Module Level 1
column-width,https://www.w3.org/TR/2019/WD-css-multicol-1-20191015/#propdef-column-width,WD,CSS Multi-column Layout Module Level 1
columns,https://drafts.csswg.org/css-multicol/#propdef-columns,ED,CSS Multi-column Layout Module Level 1
columns,https://www.w3.org/TR/2019/WD-css-multicol-1-20191015/#propdef-columns,WD,CSS Multi-column Layout Module Level 1
contain,https://drafts.csswg.org/css-contain-2/#propdef-contain,ED,CSS Containment Module Level 2
contain,https://drafts.csswg.org/css-contain/#propdef-contain,ED,CSS Containment Module Level 1
contain,https://www.w3.org/TR/2019/REC-css-contain-1-20191121/#propdef-contain,REC,CSS Containment Module Level 1
contain,https://www.w3.org/TR/2019/WD-css-contain-2-20191111/#propdef-contain,WD,CSS Containment Module Level 2
content,http://www.w3.org/TR/2011/REC-CSS2-20110607/generate.html#propdef-content,REC,CSS 2.1
content,https://drafts.csswg.org/css-content-3/#propdef-content,ED,CSS Generated Content Module Level 3
content,https://www.w3.org/TR/2019/WD-css-content-3-20190802/#propdef-content,WD,CSS Generated Content Module Level 3
continue,https://drafts.csswg.org/css-overflow-3/#propdef-continue,ED,CSS Overflow Module Level 3
continue,https://drafts.csswg.org/css-overflow-4/#propdef-continue,ED,CSS Overflow Module Level 4
continue,https://www.w3.org/TR/2017/WD-css-overflow-4-20170613/#propdef-continue,FPWD,CSS Overflow Module Level 4
continue,https://www.w3.org/TR/2018/WD-css-overflow-3-20180731/#propdef-continue,WD,CSS Overflow Module Level 3
counter-increment,http://www.w3.org/TR/2011/REC-CSS2-20110607/generate.html#propdef-counter-increment,REC,CSS 2.1
counter-increment,https://drafts.csswg.org/css-lists-3/#propdef-counter-increment,ED,CSS Lists Module Level 3
counter-increment,https://www.w3.org/TR/2019/WD-css-lists-3-20190817/#propdef-counter-increment,WD,CSS Lists Module Level 3
counter-reset,http://www.w3.org/TR/2011/REC-CSS2-20110607/generate.html#propdef-counter-reset,REC,CSS 2.1
counter-reset,https://drafts.csswg.org/css-lists-3/#propdef-counter-reset,ED,CSS Lists Module Level 3
counter-reset,https://www.w3.org/TR/2019/WD-css-lists-3-20190817/#propdef-counter-reset,WD,CSS Lists Module Level 3
counter-set,https://drafts.csswg.org/css-lists-3/#propdef-counter-set,ED,CSS Lists Module Level 3
counter-set,https://www.w3.org/TR/2019/WD-css-lists-3-20190817/#propdef-counter-set,WD,CSS Lists Module Level 3
cue,http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-cue,REC,CSS 2.1
cue-after,http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-cue-after,REC,CSS 2.1
cue-before,http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-cue-before,REC,CSS 2.1
cursor,http://www.w3.org/TR/2011/REC-CSS2-20110607/ui.html#propdef-cursor,REC,CSS 2.1
cursor,https://drafts.csswg.org/css-ui-4/#propdef-cursor,ED,CSS Basic User Interface Module Level 4
cursor,https://drafts.csswg.org/css-ui/#propdef-cursor,ED,CSS Basic User Interface Module Level 3 (CSS3 UI)
cursor,https://www.w3.org/TR/2017/WD-css-ui-4-20171222/#propdef-cursor,WD,CSS Basic User Interface Module Level 4
cursor,https://www.w3.org/TR/2018/REC-css-ui-3-20180621/#propdef-cursor,REC,CSS Basic User Interface Module Level 3 (CSS3 UI)
direction,http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-direction,REC,CSS 2.1
direction,https://drafts.csswg.org/css-writing-modes-3/#propdef-direction,ED,CSS Writing Modes Level 3
direction,https://drafts.csswg.org/css-writing-modes-4/#propdef-direction,ED,CSS Writing Modes Level 4
direction,https://www.w3.org/TR/2019/CR-css-writing-modes-4-20190730/#propdef-direction,CR,CSS Writing Modes Level 4
direction,https://www.w3.org/TR/2019/REC-css-writing-modes-3-20191210/#propdef-direction,REC,CSS Writing Modes Level 3
display,http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-display,REC,CSS 2.1
display,http://www.w3.org/TR/2014/WD-css-ruby-1-20140805/#propdef-display,WD,CSS Ruby Layout Module Level 1
display,https://drafts.csswg.org/css-display/#propdef-display,ED,CSS Display Module Level 3
display,https://www.w3.org/TR/2019/CR-css-display-3-20190711/#propdef-display,CR,CSS Display Module Level 3
dominant-baseline,https://drafts.csswg.org/css-inline-3/#propdef-dominant-baseline,ED,CSS Inline Layout Module Level 3
dominant-baseline,https://www.w3.org/TR/2018/WD-css-inline-3-20180808/#propdef-dominant-baseline,WD,CSS Inline Layout Module Level 3
elevation,http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-elevation,REC,CSS 2.1
empty-cells,http://www.w3.org/TR/2011/REC-CSS2-20110607/tables.html#propdef-empty-cells,REC,CSS 2.1
empty-cells,https://drafts.csswg.org/css-tables-3/#propdef-empty-cells,ED,CSS Table Module Level 3
empty-cells,https://www.w3.org/TR/2019/WD-css-tables-3-20190727/#propdef-empty-cells,WD,CSS Table Module Level 3
fill,https://drafts.fxtf.org/fill-stroke/#propdef-fill,ED,CSS Fill and Stroke Module Level 3
fill,https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-fill,FPWD,CSS Fill and Stroke Module Level 3
fill-break,https://drafts.fxtf.org/fill-stroke/#propdef-fill-break,ED,CSS Fill and Stroke Module Level 3
fill-break,https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-fill-break,FPWD,CSS Fill and Stroke Module Level 3
fill-color,https://drafts.fxtf.org/fill-stroke/#propdef-fill-color,ED,CSS Fill and Stroke Module Level 3
fill-color,https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-fill-color,FPWD,CSS Fill and Stroke Module Level 3
fill-image,https://drafts.fxtf.org/fill-stroke/#propdef-fill-image,ED,CSS Fill and Stroke Module Level 3
fill-image,https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-fill-image,FPWD,CSS Fill and Stroke Module Level 3
fill-opacity,https://drafts.fxtf.org/fill-stroke/#propdef-fill-opacity,ED,CSS Fill and Stroke Module Level 3
fill-opacity,https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-fill-opacity,FPWD,CSS Fill and Stroke Module Level 3
fill-origin,https://drafts.fxtf.org/fill-stroke/#propdef-fill-origin,ED,CSS Fill and Stroke Module Level 3
fill-origin,https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-fill-origin,FPWD,CSS Fill and Stroke Module Level 3
fill-position,https://drafts.fxtf.org/fill-stroke/#propdef-fill-position,ED,CSS Fill and Stroke Module Level 3
fill-position,https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-fill-position,FPWD,CSS Fill and Stroke Module Level 3
fill-repeat,https://drafts.fxtf.org/fill-stroke/#propdef-fill-repeat,ED,CSS Fill and Stroke Module Level 3
fill-repeat,https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-fill-repeat,FPWD,CSS Fill and Stroke Module Level 3
fill-rule,https://drafts.fxtf.org/fill-stroke/#propdef-fill-rule,ED,CSS Fill and Stroke Module Level 3
fill-rule,https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-fill-rule,FPWD,CSS Fill and Stroke Module Level 3
fill-size,https://drafts.fxtf.org/fill-stroke/#propdef-fill-size,ED,CSS Fill and Stroke Module Level 3
fill-size,https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-fill-size,FPWD,CSS Fill and Stroke Module Level 3
filter,https://drafts.fxtf.org/filter-effects-1/#propdef-filter,ED,Filter Effects Module Level 1
filter,https://www.w3.org/TR/2018/WD-filter-effects-1-20181218/#propdef-filter,WD,Filter Effects Module Level 1
flex,https://drafts.csswg.org/css-flexbox-1/#propdef-flex,ED,CSS Flexible Box Layout Module Level 1
flex,https://www.w3.org/TR/2018/CR-css-flexbox-1-20181119/#propdef-flex,CR,CSS Flexible Box Layout Module Level 1
flex-basis,https://drafts.csswg.org/css-flexbox-1/#propdef-flex-basis,ED,CSS Flexible Box Layout Module Level 1
flex-basis,https://www.w3.org/TR/2018/CR-css-flexbox-1-20181119/#propdef-flex-basis,CR,CSS Flexible Box Layout Module Level 1
flex-direction,https://drafts.csswg.org/css-flexbox-1/#propdef-flex-direction,ED,CSS Flexible Box Layout Module Level 1
flex-direction,https://www.w3.org/TR/2018/CR-css-flexbox-1-20181119/#propdef-flex-direction,CR,CSS Flexible Box Layout Module Level 1
flex-flow,https://drafts.csswg.org/css-flexbox-1/#propdef-flex-flow,ED,CSS Flexible Box Layout Module Level 1
flex-flow,https://www.w3.org/TR/2018/CR-css-flexbox-1-20181119/#propdef-flex-flow,CR,CSS Flexible Box Layout Module Level 1
flex-grow,https://drafts.csswg.org/css-flexbox-1/#propdef-flex-grow,ED,CSS Flexible Box Layout Module Level 1
flex-grow,https://www.w3.org/TR/2018/CR-css-flexbox-1-20181119/#propdef-flex-grow,CR,CSS Flexible Box Layout Module Level 1
flex-shrink,https://drafts.csswg.org/css-flexbox-1/#propdef-flex-shrink,ED,CSS Flexible Box Layout Module Level 1
flex-shrink,https://www.w3.org/TR/2018/CR-css-flexbox-1-20181119/#propdef-flex-shrink,CR,CSS Flexible Box Layout Module Level 1
flex-wrap,https://drafts.csswg.org/css-flexbox-1/#propdef-flex-wrap,ED,CSS Flexible Box Layout Module Level 1
flex-wrap,https://www.w3.org/TR/2018/CR-css-flexbox-1-20181119/#propdef-flex-wrap,CR,CSS Flexible Box Layout Module Level 1
float,http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-float,REC,CSS 2.1
float,http://www.w3.org/TR/2015/WD-css-page-floats-3-20150915/#propdef-float,FPWD,CSS Page Floats
float,https://drafts.csswg.org/css-page-floats/#propdef-float,ED,CSS Page Floats
float-defer,http://www.w3.org/TR/2015/WD-css-page-floats-3-20150915/#propdef-float-defer,FPWD,CSS Page Floats
float-defer,https://drafts.csswg.org/css-page-floats/#propdef-float-defer,ED,CSS Page Floats
float-offset,http://www.w3.org/TR/2015/WD-css-page-floats-3-20150915/#propdef-float-offset,FPWD,CSS Page Floats
float-offset,https://drafts.csswg.org/css-page-floats/#propdef-float-offset,ED,CSS Page Floats
float-reference,http://www.w3.org/TR/2015/WD-css-page-floats-3-20150915/#propdef-float-reference,FPWD,CSS Page Floats
float-reference,https://drafts.csswg.org/css-page-floats/#propdef-float-reference,ED,CSS Page Floats
flood-color,https://drafts.fxtf.org/filter-effects-1/#propdef-flood-color,ED,Filter Effects Module Level 1
flood-color,https://www.w3.org/TR/2018/WD-filter-effects-1-20181218/#propdef-flood-color,WD,Filter Effects Module Level 1
flood-opacity,https://drafts.fxtf.org/filter-effects-1/#propdef-flood-opacity,ED,Filter Effects Module Level 1
flood-opacity,https://www.w3.org/TR/2018/WD-filter-effects-1-20181218/#propdef-flood-opacity,WD,Filter Effects Module Level 1
flow,http://www.w3.org/TR/2015/NOTE-css-template-3-20150326/#flow0,NOTE,CSS Template Layout Module
flow,https://drafts.csswg.org/css-template/#flow0,ED,CSS Template Layout Module
flow-from,http://www.w3.org/TR/2014/WD-css-regions-1-20141009/#propdef-flow-from,WD,CSS Regions Module Level 1
flow-from,https://drafts.csswg.org/css-regions/#propdef-flow-from,ED,CSS Regions Module Level 1
flow-into,http://www.w3.org/TR/2014/WD-css-regions-1-20141009/#propdef-flow-into,WD,CSS Regions Module Level 1
flow-into,https://drafts.csswg.org/css-regions/#propdef-flow-into,ED,CSS Regions Module Level 1
font,http://www.w3.org/TR/2011/REC-CSS2-20110607/fonts.html#propdef-font,REC,CSS 2.1
font,https://drafts.csswg.org/css-fonts-4/#propdef-font,ED,CSS Fonts Module Level 4
font,https://drafts.csswg.org/css-fonts/#propdef-font,ED,CSS Fonts Module Level 3
font,https://www.w3.org/TR/2018/REC-css-fonts-3-20180920/#propdef-font,REC,CSS Fonts Module Level 3
font,https://www.w3.org/TR/2019/WD-css-fonts-4-20191113/#propdef-font,WD,CSS Fonts Module Level 4
font-family,http://www.w3.org/TR/2011/REC-CSS2-20110607/fonts.html#propdef-font-family,REC,CSS 2.1
font-family,https://drafts.csswg.org/css-fonts-4/#propdef-font-family,ED,CSS Fonts Module Level 4
font-family,https://drafts.csswg.org/css-fonts/#propdef-font-family,ED,CSS Fonts Module Level 3
font-family,https://www.w3.org/TR/2018/REC-css-fonts-3-20180920/#propdef-font-family,REC,CSS Fonts Module Level 3
font-family,https://www.w3.org/TR/2019/WD-css-fonts-4-20191113/#propdef-font-family,WD,CSS Fonts Module Level 4
font-feature-settings,https://drafts.csswg.org/css-fonts-4/#propdef-font-feature-settings,ED,CSS Fonts Module Level 4
font-feature-settings,https://drafts.csswg.org/css-fonts/#propdef-font-feature-settings,ED,CSS Fonts Module Level 3
font-feature-settings,https://www.w3.org/TR/2018/REC-css-fonts-3-20180920/#propdef-font-feature-settings,REC,CSS Fonts Module Level 3
font-feature-settings,https://www.w3.org/TR/2019/WD-css-fonts-4-20191113/#propdef-font-feature-settings,WD,CSS Fonts Module Level 4
font-kerning,https://drafts.csswg.org/css-fonts-4/#propdef-font-kerning,ED,CSS Fonts Module Level 4
font-kerning,https://drafts.csswg.org/css-fonts/#propdef-font-kerning,ED,CSS Fonts Module Level 3
font-kerning,https://www.w3.org/TR/2018/REC-css-fonts-3-20180920/#propdef-font-kerning,REC,CSS Fonts Module Level 3
font-kerning,https://www.w3.org/TR/2019/WD-css-fonts-4-20191113/#propdef-font-kerning,WD,CSS Fonts Module Level 4
font-language-override,https://drafts.csswg.org/css-fonts-4/#propdef-font-language-override,ED,CSS Fonts Module Level 4
font-language-override,https://drafts.csswg.org/css-fonts/#propdef-font-language-override,ED,CSS Fonts Module Level 3
font-language-override,https://www.w3.org/TR/2019/WD-css-fonts-4-20191113/#propdef-font-language-override,WD,CSS Fonts Module Level 4
font-optical-sizing,https://drafts.csswg.org/css-fonts-4/#propdef-font-optical-sizing,ED,CSS Fonts Module Level 4
font-optical-sizing,https://drafts.csswg.org/css-fonts/#propdef-font-optical-sizing,ED,CSS Fonts Module Level 3
font-optical-sizing,https://www.w3.org/TR/2019/WD-css-fonts-4-20191113/#propdef-font-optical-sizing,WD,CSS Fonts Module Level 4
font-palette,https://drafts.csswg.org/css-fonts-4/#propdef-font-palette,ED,CSS Fonts Module Level 4
font-palette,https://drafts.csswg.org/css-fonts/#propdef-font-palette,ED,CSS Fonts Module Level 3
font-palette,https://www.w3.org/TR/2019/WD-css-fonts-4-20191113/#propdef-font-palette,WD,CSS Fonts Module Level 4
font-size,http://www.w3.org/TR/2011/REC-CSS2-20110607/fonts.html#propdef-font-size,REC,CSS 2.1
font-size,https://drafts.csswg.org/css-fonts-4/#propdef-font-size,ED,CSS Fonts Module Level 4
font-size,https://drafts.csswg.org/css-fonts/#propdef-font-size,ED,CSS Fonts Module Level 3
font-size,https://www.w3.org/TR/2018/REC-css-fonts-3-20180920/#propdef-font-size,REC,CSS Fonts Module Level 3
font-size,https://www.w3.org/TR/2019/WD-css-fonts-4-20191113/#propdef-font-size,WD,CSS Fonts Module Level 4
font-size-adjust,https://drafts.csswg.org/css-fonts-4/#propdef-font-size-adjust,ED,CSS Fonts Module Level 4
font-size-adjust,https://drafts.csswg.org/css-fonts/#propdef-font-size-adjust,ED,CSS Fonts Module Level 3
font-size-adjust,https://www.w3.org/TR/2018/REC-css-fonts-3-20180920/#propdef-font-size-adjust,REC,CSS Fonts Module Level 3
font-size-adjust,https://www.w3.org/TR/2019/WD-css-fonts-4-20191113/#propdef-font-size-adjust,WD,CSS Fonts Module Level 4
font-stretch,https://drafts.csswg.org/css-fonts-4/#propdef-font-stretch,ED,CSS Fonts Module Level 4
font-stretch,https://drafts.csswg.org/css-fonts/#propdef-font-stretch,ED,CSS Fonts Module Level 3
font-stretch,https://www.w3.org/TR/2018/REC-css-fonts-3-20180920/#propdef-font-stretch,REC,CSS Fonts Module Level 3
font-stretch,https://www.w3.org/TR/2019/WD-css-fonts-4-20191113/#propdef-font-stretch,WD,CSS Fonts Module Level 4
font-style,http://www.w3.org/TR/2011/REC-CSS2-20110607/fonts.html#propdef-font-style,REC,CSS 2.1
font-style,https://drafts.csswg.org/css-fonts-4/#propdef-font-style,ED,CSS Fonts Module Level 4
font-style,https://drafts.csswg.org/css-fonts/#propdef-font-style,ED,CSS Fonts Module Level 3
